title,productor
"The Aviator","Appian Way"
"The Aviator","Forward Pass"
"The Aviator","Cappa Productions"
"The Aviator","Warner Bros."
"The Aviator","Initial Entertainment Group (IEG)"
"The Aviator","IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG"
"The Aviator","Mel's Cite du Cinema"
"Gulliver's Travels","Twentieth Century Fox Film Corporation"
"Gulliver's Travels","Dune Entertainment"
"Gulliver's Travels","Davis Entertainment"
"Gulliver's Travels","Dune Entertainment III"
"The Green Hornet","Original Film"
"The Green Hornet","Sony Pictures Entertainment"
"The Green Hornet","Reliance BIG Entertainment"
"The Smurfs","Columbia Pictures"
"The Smurfs","Sony Pictures Animation"
"The Smurfs","Kerner Entertainment Company"
"Home on the Range","Walt Disney Pictures"
"Allegiant","Summit Entertainment"
"Allegiant","Lionsgate"
"Allegiant","Mandeville Films"
"Allegiant","Red Wagon Entertainment"
"Real Steel","DreamWorks SKG"
"Real Steel","21 Laps Entertainment"
"Real Steel","Reliance Entertainment"
"Real Steel","Touchstone Pictures"
"Real Steel","ImageMovers"
"Real Steel","Angry Films"
"Real Steel","Revolution Sun Studios"
"Real Steel","Kontsept Film Company"
"Real Steel","Wardour Street Pictures"
"The Smurfs 2","Columbia Pictures"
"The Smurfs 2","Sony Pictures Animation"
"The Smurfs 2","Kerner Entertainment Company"
"The Smurfs 2","Hemisphere Media Capital"
"The Smurfs 2","NeoReel"
"Ender's Game","Summit Entertainment"
"Ender's Game","Chartoff Productions"
"Ender's Game","Odd Lot Entertainment"
"Ender's Game","K/O Paper Products"
"Ender's Game","Digital Domain"
"Ender's Game","Taleswapper"
"Live Free or Die Hard","Ingenious Film Partners"
"Live Free or Die Hard","Twentieth Century Fox Film Corporation"
"Live Free or Die Hard","Dune Entertainment"
"Live Free or Die Hard","Cheyenne Enterprises"
"Live Free or Die Hard","Wintergreen Productions"
"Around the World in 80 Days","Studio Babelsberg"
"Around the World in 80 Days","Walden Media"
"Around the World in 80 Days","Babelsberg Film"
"Around the World in 80 Days","Mostow/Lieberman Productions"
"Around the World in 80 Days","80 Days Productions"
"Around the World in 80 Days","Spanknyce Films"
"Around the World in 80 Days","Fitzwilliam Productions"
"Ali","Columbia Pictures Corporation"
"The Cat in the Hat","Imagine Entertainment"
"The Cat in the Hat","DreamWorks SKG"
"The Cat in the Hat","Universal Pictures"
"I, Robot","Twentieth Century Fox Film Corporation"
"I, Robot","Laurence Mark Productions"
"I, Robot","Davis Entertainment"
"I, Robot","Overbrook Entertainment"
"I, Robot","Mediastream Vierte Film GmbH & Co. Vermarktungs KG"
"I, Robot","Canlaws Productions"
"Kingdom of Heaven","Studio Babelsberg"
"Kingdom of Heaven","Twentieth Century Fox Film Corporation"
"Kingdom of Heaven","Scott Free Productions"
"Kingdom of Heaven","Kanzaman"
"Kingdom of Heaven","Dune Films"
"Kingdom of Heaven","BK"
"Kingdom of Heaven","KOH"
"Kingdom of Heaven","Reino del Cielo"
"Kingdom of Heaven","Inside Track 3"
"Kingdom of Heaven","Calle Cruzada"
"Stuart Little","Columbia Pictures Corporation"
"Stuart Little","Global Medien KG"
"Stuart Little","Franklin/Waterman Productions"
"The Princess and the Frog","Walt Disney Pictures"
"The Princess and the Frog","Walt Disney Animation Studios"
"The Martian","Twentieth Century Fox Film Corporation"
"The Martian","Scott Free Productions"
"The Martian","Mid Atlantic Films"
"The Martian","International Traders"
"The Martian","TSG Entertainment"
"The Martian","Genre Films"
"The Island","DreamWorks SKG"
"The Island","Warner Bros."
"The Island","Parkes/MacDonald Productions"
"Town & Country","New Line Cinema"
"Gone in Sixty Seconds","Jerry Bruckheimer Films"
"Gone in Sixty Seconds","Touchstone Pictures"
"Gladiator","DreamWorks SKG"
"Gladiator","Universal Pictures"
"Gladiator","Scott Free Productions"
"Gladiator","Red Wagon Entertainment"
"Gladiator","Mill Film"
"Gladiator","C & L"
"Gladiator","Dawliz"
"Minority Report","DreamWorks SKG"
"Minority Report","Cruise/Wagner Productions"
"Minority Report","Amblin Entertainment"
"Minority Report","Twentieth Century Fox Film Corporation"
"Minority Report","Blue Tulip Productions"
"Minority Report","Ronald Shusett/Gary Goldman"
"Minority Report","Digital Image Associates"
"Harry Potter and the Chamber of Secrets","1492 Pictures"
"Harry Potter and the Chamber of Secrets","Heyday films"
"Harry Potter and the Chamber of Secrets","Warner Bros."
"Casino Royale","Eon Productions"
"Casino Royale","Stillking Films"
"Casino Royale","Babelsberg Film"
"Planet of the Apes","Twentieth Century Fox Film Corporation"
"Planet of the Apes","Tim Burton Productions"
"Planet of the Apes","Zanuck Company, The"
"Public Enemies","Universal Pictures"
"Public Enemies","Appian Way"
"Public Enemies","Forward Pass"
"Public Enemies","Dentsu"
"Public Enemies","Relativity Media"
"Public Enemies","Tribeca Productions"
"Public Enemies","Misher Films"
"American Gangster","Imagine Entertainment"
"American Gangster","Universal Pictures"
"American Gangster","Scott Free Productions"
"American Gangster","Relativity Media"
"American Gangster","Film Rites"
"True Lies","Twentieth Century Fox Film Corporation"
"True Lies","Lightstorm Entertainment"
"The Taking of Pelham 1 2 3","Columbia Pictures"
"The Taking of Pelham 1 2 3","Escape Artists"
"The Taking of Pelham 1 2 3","Scott Free Productions"
"The Taking of Pelham 1 2 3","Relativity Media"
"The Taking of Pelham 1 2 3","Metro-Goldwyn-Mayer (MGM)"
"Little Fockers","Paramount Pictures"
"Little Fockers","Universal Pictures"
"Little Fockers","Everyman Pictures"
"Little Fockers","Relativity Media"
"Little Fockers","Dreamworks Pictures"
"Little Fockers","Tribeca Productions"
"The Other Guys","Columbia Pictures"
"The Other Guys","Gary Sanchez Productions"
"Eraser","Kopelson Entertainment"
"Eraser","Warner Bros."
"Django Unchained","Columbia Pictures"
"Django Unchained","The Weinstein Company"
"The Hunchback of Notre Dame","Walt Disney Pictures"
"The Emperor's New Groove","Walt Disney Pictures"
"The Emperor's New Groove","Walt Disney Feature Animation"
"The Expendables 2","Nu Image Films"
"The Expendables 2","Millennium Films"
"National Treasure","Walt Disney Pictures"
"National Treasure","Jerry Bruckheimer Films"
"National Treasure","Saturn Films"
"National Treasure","Junction Entertainment"
"Eragon","Ingenious Film Partners"
"Eragon","Twentieth Century Fox Film Corporation"
"Eragon","Dune Entertainment"
"Eragon","Major Studio Partners"
"Eragon","Fox 2000 Pictures"
"Eragon","Davis Entertainment"
"Eragon","Mid Atlantic Films"
"Where the Wild Things Are","Village Roadshow Pictures"
"Where the Wild Things Are","Legendary Pictures"
"Where the Wild Things Are","Playtone"
"Where the Wild Things Are","Wild Things Productions"
"Where the Wild Things Are","Warner Bros."
"Epic","Blue Sky Studios"
"Epic","Twentieth Century Fox Animation"
"The Tourist","Columbia Pictures"
"The Tourist","Spyglass Entertainment"
"The Tourist","Peninsula Films"
"The Tourist","StudioCanal"
"The Tourist","Sony Pictures Releasing"
"The Tourist","GK Films"
"The Tourist","Sony Pictures Worldwide Acquisitions (SPWA)"
"The Tourist","Italian Tax Credit"
"The Tourist","Birnbaum/Barber"
"The Tourist","Cineroma SRL"
"The Tourist","French Tax Credit"
"End of Days","Beacon Communications"
"Blood Diamond","Bedford Falls Productions"
"Blood Diamond","Lonely Film Productions GmbH & Co. KG."
"Blood Diamond","Virtual Studios"
"Blood Diamond","Spring Creek Productions"
"Blood Diamond","Warner Bros."
"Blood Diamond","Initial Entertainment Group (IEG)"
"Blood Diamond","Liberty Pictures"
"The Wolf of Wall Street","Paramount Pictures"
"The Wolf of Wall Street","Appian Way"
"The Wolf of Wall Street","EMJAG Productions"
"The Wolf of Wall Street","Red Granite Pictures"
"The Wolf of Wall Street","Sikelia Productions"
"Batman Forever","Warner Bros."
"Batman Forever","Polygram Filmed Entertainment"
"Starship Troopers","TriStar Pictures"
"Starship Troopers","Touchstone Pictures"
"Starship Troopers","Big Bug Pictures"
"Cloud Atlas","Anarchos Productions"
"Cloud Atlas","X-Filme Creative Pool"
"Cloud Atlas","Ascension Pictures"
"Cloud Atlas","ARD Degeto Film"
"Cloud Atlas","Cloud Atlas Productions"
"Cloud Atlas","Five Drops"
"Cloud Atlas","Media Asia Group"
"Cloud Atlas","Dreams of Dragon Picture"
"Catwoman","Village Roadshow Pictures"
"Catwoman","DiNovi Pictures"
"Catwoman","Warner Bros."
"Catwoman","Frantic Films"
"Catwoman","Maple Shade Films"
"Catwoman","Catwoman Films"
"Hercules","Paramount Pictures"
"Hercules","Metro-Goldwyn-Mayer (MGM)"
"Hercules","Radical Studios"
"Hercules","Flynn Picture Company"
"Treasure Planet","Walt Disney Pictures"
"Treasure Planet","Walt Disney Feature Animation"
"Land of the Lost","Universal Pictures"
"Land of the Lost","Mosaic Media Group"
"Land of the Lost","Relativity Media"
"Land of the Lost","Sid & Marty Krofft Pictures"
"The Expendables 3","Davis-Films"
"The Expendables 3","Nu Image Films"
"The Expendables 3","LionsGate"
"The Expendables 3","Millennium Films"
"The Expendables 3","Ex3 Productions"
"The Expendables 3","Fipex Holding"
"Point Break","Studio Babelsberg"
"Point Break","Alcon Entertainment"
"Point Break","DMG Entertainment"
"Point Break","Ehman Productions"
"Son of the Mask","New Line Cinema"
"Son of the Mask","Pathé Distribution"
"In the Heart of the Sea","Imagine Entertainment"
"In the Heart of the Sea","Spring Creek Productions"
"In the Heart of the Sea","Warner Bros."
"In the Heart of the Sea","Roth Films"
"In the Heart of the Sea","K. JAM Media"
"In the Heart of the Sea","Cott Productions"
"In the Heart of the Sea","Surf Film"
"In the Heart of the Sea","Enelmar Productions, A.I.E."
"The Adventures of Pluto Nash","Village Roadshow Pictures"
"The Adventures of Pluto Nash","Castle Rock Entertainment"
"The Adventures of Pluto Nash","NPV Entertainment"
"The Adventures of Pluto Nash","Mel's Cite du Cinema"
"Green Zone","Universal Pictures"
"Green Zone","StudioCanal"
"Green Zone","Dentsu"
"Green Zone","Relativity Media"
"Green Zone","Working Title Films"
"The Peanuts Movie","Blue Sky Studios"
"The Peanuts Movie","Twentieth Century Fox Animation"
"The Spanish Prisoner","Jean Doumanian Productions"
"The Spanish Prisoner","Sweetland Films"
"The Spanish Prisoner","Magnolia Films"
"The Spanish Prisoner","Jasmine Productions Inc."
"The Mummy Returns","Universal Pictures"
"The Mummy Returns","Alphaville Films"
"The Mummy Returns","Imhotep Productions"
"Gangs of New York","Miramax Films"
"Gangs of New York","Initial Entertainment Group (IEG)"
"Gangs of New York","Alberto Grimaldi Productions"
"Surf's Up","Columbia Pictures"
"Surf's Up","Sony Pictures Animation"
"The Stepford Wives","Paramount Pictures"
"The Stepford Wives","De Line Pictures"
"The Stepford Wives","DreamWorks Pictures"
"Black Hawk Down","Jerry Bruckheimer Films"
"Black Hawk Down","Revolution Studios"
"Black Hawk Down","Scott Free Productions"
"The Campaign","Everyman Pictures"
"The Campaign","Gary Sanchez Productions"
"The Campaign","Warner Bros."
"The Campaign","Location Gourmet"
"The Fifth Element","Columbia Pictures"
"The Fifth Element","Gaumont"
"Sex and the City 2","New Line Cinema"
"Sex and the City 2","Village Roadshow Pictures"
"Sex and the City 2","Home Box Office (HBO)"
"Sex and the City 2","HBO Films"
"The Road to El Dorado","DreamWorks SKG"
"The Road to El Dorado","DreamWorks Animation"
"Cinderella","Walt Disney Pictures"
"Cinderella","Genre Films"
"Cinderella","Beagle Pug Films"
"Cinderella","Allison Shearmur Productions"
"The Lovely Bones","WingNut Films"
"The Lovely Bones","DreamWorks SKG"
"The Lovely Bones","Key Creatives"
"The Lovely Bones","Film4"
"The Lovely Bones","Goldcrest Pictures"
"The Lovely Bones","New Zealand Large Budget Screen Production Grant"
"Finding Nemo","Pixar Animation Studios"
"Seventh Son","Legendary Pictures"
"Seventh Son","Thunder Road Pictures"
"Seventh Son","Outlaw Sinema"
"Seventh Son","Moving Picture Company (MPC)"
"Seventh Son","Pendle Mountain Productions"
"Seventh Son","China Film Co."
"Transcendence","Alcon Entertainment"
"Transcendence","Syncopy"
"Transcendence","DMG Entertainment"
"Transcendence","Straight Up Films"
"Jurassic Park III","Universal Studios"
"Jurassic Park III","Amblin Entertainment"
"Rise of the Planet of the Apes","Ingenious Film Partners"
"Rise of the Planet of the Apes","Ingenious Media"
"Rise of the Planet of the Apes","Twentieth Century Fox Film Corporation"
"Rise of the Planet of the Apes","Dune Entertainment"
"Rise of the Planet of the Apes","Dune Entertainment III"
"Rise of the Planet of the Apes","Chernin Entertainment"
"Rise of the Planet of the Apes","Big Screen Productions"
"The Spiderwick Chronicles","Paramount Pictures"
"The Spiderwick Chronicles","The Kennedy/Marshall Company"
"A Good Day to Die Hard","Ingenious Media"
"A Good Day to Die Hard","Twentieth Century Fox Film Corporation"
"A Good Day to Die Hard","Dune Entertainment"
"A Good Day to Die Hard","Mid Atlantic Films"
"A Good Day to Die Hard","Big Screen Productions"
"A Good Day to Die Hard","Temple Hill Entertainment"
"A Good Day to Die Hard","TSG Entertainment"
"A Good Day to Die Hard","Giant Pictures"
"A Good Day to Die Hard","Origo Film Group"
"The Alamo","Imagine Entertainment"
"The Alamo","Touchstone Pictures"
"The Incredibles","Walt Disney Pictures"
"The Incredibles","Pixar Animation Studios"
"Cutthroat Island","Le Studio Canal+"
"Cutthroat Island","Laurence Mark Productions"
"Cutthroat Island","Metro-Goldwyn-Mayer (MGM)"
"Cutthroat Island","Carolco Pictures"
"Men in Black","Amblin Entertainment"
"Men in Black","Columbia Pictures Corporation"
"Men in Black","Parkes+MacDonald Image Nation"
"Toy Story 2","Pixar Animation Studios"
"Unstoppable","Twentieth Century Fox Film Corporation"
"Unstoppable","Scott Free Productions"
"Unstoppable","Firm Films"
"Unstoppable","Prospect Park"
"Unstoppable","Millbrook Farm Productions"
"Rush Hour 2","New Line Cinema"
"What Lies Beneath","DreamWorks SKG"
"What Lies Beneath","Twentieth Century Fox Film Corporation"
"What Lies Beneath","ImageMovers"
"Cloudy with a Chance of Meatballs","Columbia Pictures"
"Cloudy with a Chance of Meatballs","Sony Pictures Animation"
"The Secret Life of Walter Mitty","New Line Cinema"
"The Secret Life of Walter Mitty","Ingenious Media"
"The Secret Life of Walter Mitty","Twentieth Century Fox Film Corporation"
"The Secret Life of Walter Mitty","Samuel Goldwyn Films"
"The Secret Life of Walter Mitty","Big Screen Productions"
"The Secret Life of Walter Mitty","Red Hour Films"
"The Secret Life of Walter Mitty","TSG Entertainment"
"The Secret Life of Walter Mitty","Down Productions"
"Charlie's Angels","Columbia Pictures"
"The Departed","Vertigo Entertainment"
"The Departed","Media Asia Films"
"The Departed","Warner Bros."
"The Departed","Initial Entertainment Group (IEG)"
"The Departed","Plan B Entertainment"
"Mulan","Walt Disney Pictures"
"Mulan","Walt Disney Feature Animation"
"Tropic Thunder","DreamWorks SKG"
"Tropic Thunder","Goldcrest Pictures"
"Tropic Thunder","Red Hour Films"
"Tropic Thunder","Internationale Filmproduktion Stella-del-Sud Second"
"The Girl with the Dragon Tattoo","Columbia Pictures"
"The Girl with the Dragon Tattoo","Scott Rudin Productions"
"The Girl with the Dragon Tattoo","Film Rites"
"The Girl with the Dragon Tattoo","Metro-Goldwyn-Mayer (MGM)"
"The Girl with the Dragon Tattoo","Yellow Bird"
"The Girl with the Dragon Tattoo","Ground Control"
"Sherlock Holmes","Village Roadshow Pictures"
"Sherlock Holmes","Silver Pictures"
"Sherlock Holmes","Warner Bros."
"Sherlock Holmes","Internationale Filmproduktion Blackbird Dritte"
"Sherlock Holmes","Wigram Productions"
"Ben-Hur","Paramount Pictures"
"Ben-Hur","Metro-Goldwyn-Mayer (MGM)"
"Ben-Hur","Sean Daniel Company"
"Ben-Hur","LightWorkers Media"
"Valkyrie","United Artists"
"Valkyrie","Achte Babelsberg Film"
"Valkyrie","Metro-Goldwyn-Mayer (MGM)"
"Valkyrie","Bad Hat Harry Productions"
"You Don't Mess with the Zohan","Columbia Pictures"
"You Don't Mess with the Zohan","Happy Madison Productions"
"You Don't Mess with the Zohan","Sony Pictures Releasing"
"You Don't Mess with the Zohan","Relativity Media"
"Pixels","Columbia Pictures"
"Pixels","Happy Madison Productions"
"A.I. Artificial Intelligence","DreamWorks SKG"
"A.I. Artificial Intelligence","Amblin Entertainment"
"A.I. Artificial Intelligence","Stanley Kubrick Productions"
"A.I. Artificial Intelligence","Warner Bros."
"The Haunted Mansion","Walt Disney Pictures"
"The Haunted Mansion","Gunn Films"
"The Haunted Mansion","Doom Buggy Productions"
"Contact","Warner Bros."
"Contact","South Side Amusement Company"
"Hollow Man","Columbia Pictures Corporation"
"Hollow Man","Global Entertainment Productions GmbH & Company Medien KG"
"The Interpreter","Universal Pictures"
"The Interpreter","StudioCanal"
"The Interpreter","Mirage Enterprises"
"The Interpreter","Working Title Films"
"The Interpreter","Misher Films"
"The Interpreter","Motion Picture JOTA Produktions"
"Now You See Me 2","Summit Entertainment"
"Now You See Me 2","Lionsgate"
"Now You See Me 2","K/O Paper Products"
"Now You See Me 2","TIK Films"
"The Saint","Paramount Pictures"
"The Saint","Mace Neufeld Productions"
"The Saint","Rysher Entertainment"
"Spy Game","Universal Pictures"
"Spy Game","Metropolitan Filmexport"
"Spy Game","Toho-Towa"
"Spy Game","Red Wagon Productions"
"Spy Game","Beacon Communications"
"Spy Game","Kalima Productions GmbH & Co. KG"
