title,genre
"A.I. Artificial Intelligence","Adventure"
"The Haunted Mansion","Thriller"
"The Haunted Mansion","Fantasy"
"The Haunted Mansion","Comedy"
"The Haunted Mansion","Family"
"The Haunted Mansion","Mystery"
"Contact","Drama"
"Contact","Science Fiction"
"Contact","Mystery"
"Hollow Man","Action"
"Hollow Man","Science Fiction"
"Hollow Man","Thriller"
"The Interpreter","Crime"
"The Interpreter","Thriller"
"Now You See Me 2","Action"
"Now You See Me 2","Adventure"
"Now You See Me 2","Comedy"
"Now You See Me 2","Crime"
"Now You See Me 2","Mystery"
"Now You See Me 2","Thriller"
"The Saint","Thriller"
"The Saint","Action"
"The Saint","Romance"
"The Saint","Science Fiction"
"The Saint","Adventure"
"Spy Game","Action"
"Spy Game","Crime"
"Spy Game","Thriller"
"Mission to Mars","Science Fiction"
"Rio","Animation"
"Rio","Adventure"
"Rio","Comedy"
"Rio","Family"
"Bicentennial Man","Comedy"
"Bicentennial Man","Science Fiction"
"Volcano","Science Fiction"
"Volcano","Action"
"Volcano","Drama"
"Volcano","Thriller"
"The Devil's Own","Crime"
"The Devil's Own","Thriller"
"The Devil's Own","Drama"
"Conan the Barbarian","Adventure"
"Conan the Barbarian","Fantasy"
"Conan the Barbarian","Action"
"Cinderella Man","Romance"
"Cinderella Man","Drama"
"Cinderella Man","History"
"Seabiscuit","Drama"
"Seabiscuit","History"
"Twister","Action"
"Twister","Adventure"
"Twister","Drama"
"Cast Away","Adventure"
"Cast Away","Drama"
"Happy Feet","Animation"
"Happy Feet","Comedy"
"The Bourne Supremacy","Action"
"The Bourne Supremacy","Drama"
"The Bourne Supremacy","Thriller"
"Air Force One","Action"
"Air Force One","Thriller"
"Ocean's Eleven","Thriller"
"Ocean's Eleven","Crime"
"The Three Musketeers","Adventure"
"The Three Musketeers","Action"
"The Three Musketeers","Thriller"
"Hotel Transylvania","Animation"
"Hotel Transylvania","Comedy"
"Hotel Transylvania","Family"
"Hotel Transylvania","Fantasy"
"Enchanted","Comedy"
"Enchanted","Family"
"Enchanted","Fantasy"
"Enchanted","Romance"
"Safe House","Action"
"Safe House","Thriller"
"102 Dalmatians","Comedy"
"102 Dalmatians","Family"
"Tower Heist","Action"
"Tower Heist","Comedy"
"The Holiday","Comedy"
"The Holiday","Romance"
"Enemy of the State","Action"
"Enemy of the State","Drama"
"Enemy of the State","Thriller"
"It's Complicated","Comedy"
"It's Complicated","Romance"
"Ocean's Thirteen","Crime"
"Ocean's Thirteen","Thriller"
"Open Season","Adventure"
"Open Season","Animation"
"Open Season","Family"
"Divergent","Adventure"
"Divergent","Action"
"Divergent","Science Fiction"
"Enemy at the Gates","War"
"The Rundown","Adventure"
"The Rundown","Action"
"The Rundown","Comedy"
"The Rundown","Thriller"
"Last Action Hero","Adventure"
"Last Action Hero","Fantasy"
"Last Action Hero","Action"
"Last Action Hero","Comedy"
"Last Action Hero","Family"
"Memoirs of a Geisha","Drama"
"Memoirs of a Geisha","History"
"Memoirs of a Geisha","Romance"
"Arthur Christmas","Drama"
"Arthur Christmas","Animation"
"Arthur Christmas","Family"
"Arthur Christmas","Comedy"
"Meet Joe Black","Fantasy"
"Meet Joe Black","Drama"
"Meet Joe Black","Mystery"
"Collateral Damage","Action"
"Collateral Damage","Thriller"
"Collateral Damage","Drama"
"All That Jazz","Drama"
"All That Jazz","Music"
"Mirror Mirror","Adventure"
"Mirror Mirror","Fantasy"
"Mirror Mirror","Drama"
"Mirror Mirror","Comedy"
"Mirror Mirror","Science Fiction"
"Mirror Mirror","Family"
"Scott Pilgrim vs. the World","Action"
"Scott Pilgrim vs. the World","Adventure"
"Scott Pilgrim vs. the World","Comedy"
"The Core","Action"
"The Core","Thriller"
"The Core","Adventure"
"The Core","Science Fiction"
"Scooby-Doo","Mystery"
"Scooby-Doo","Adventure"
"Scooby-Doo","Comedy"
"Dredd","Action"
"Dredd","Science Fiction"
"Click","Comedy"
"Click","Drama"
"Click","Fantasy"
"Click","Romance"
"Creepshow","Horror"
"Creepshow","Comedy"
"Creepshow","Fantasy"
"Jumper","Adventure"
"Jumper","Fantasy"
"Jumper","Science Fiction"
"Zodiac","Crime"
"Zodiac","Drama"
"Zodiac","Mystery"
"Zodiac","Thriller"
"The 6th Day","Science Fiction"
"Bruce Almighty","Fantasy"
"Bruce Almighty","Comedy"
"The Expendables","Thriller"
"The Expendables","Adventure"
"The Expendables","Action"
"The Hunger Games","Science Fiction"
"The Hunger Games","Adventure"
"The Hunger Games","Fantasy"
"The Hangover Part II","Comedy"
"Batman Returns","Action"
"Batman Returns","Fantasy"
"Over the Hedge","Comedy"
"Over the Hedge","Animation"
"Over the Hedge","Family"
"Lilo & Stitch","Animation"
"Lilo & Stitch","Family"
"Charlotte's Web","Comedy"
"Charlotte's Web","Family"
"Charlotte's Web","Fantasy"
"Deep Impact","Action"
"Deep Impact","Drama"
"Deep Impact","Romance"
"RED 2","Action"
"RED 2","Comedy"
"RED 2","Crime"
"RED 2","Thriller"
"The Longest Yard","Comedy"
"The Longest Yard","Drama"
"Grown Ups 2","Comedy"
"Get Smart","Action"
"Get Smart","Comedy"
"Get Smart","Thriller"
"Something's Gotta Give","Drama"
"Something's Gotta Give","Comedy"
"Something's Gotta Give","Romance"
"Shutter Island","Drama"
"Shutter Island","Thriller"
"Shutter Island","Mystery"
"Four Christmases","Comedy"
"Four Christmases","Romance"
"Four Christmases","Drama"
"Robots","Animation"
"Robots","Comedy"
"Robots","Family"
"Robots","Science Fiction"
"Bedtime Stories","Fantasy"
"Bedtime Stories","Comedy"
"Bedtime Stories","Family"
"Bedtime Stories","Romance"
"Road to Perdition","Thriller"
"Road to Perdition","Crime"
"Road to Perdition","Drama"
"Just Go with It","Romance"
"Just Go with It","Comedy"
"Con Air","Action"
"Con Air","Thriller"
"Con Air","Crime"
"Eagle Eye","Mystery"
"Eagle Eye","Thriller"
"Eagle Eye","Action"
"Cold Mountain","Drama"
"The Book of Eli","Action"
"The Book of Eli","Thriller"
"The Book of Eli","Science Fiction"
"Flubber","Comedy"
"Flubber","Family"
"Flubber","Science Fiction"
"The Haunting","Horror"
"The Haunting","Thriller"
"The Haunting","Fantasy"
"The Haunting","Mystery"
"Space Jam","Animation"
"Space Jam","Comedy"
"Space Jam","Drama"
"Space Jam","Family"
"Space Jam","Fantasy"
"The Pink Panther","Action"
"The Pink Panther","Comedy"
"The Pink Panther","Crime"
"The Pink Panther","Mystery"
"The Pink Panther","Family"
"The Day the Earth Stood Still","Drama"
"The Day the Earth Stood Still","Science Fiction"
"The Day the Earth Stood Still","Thriller"
"Conspiracy Theory","Action"
"Conspiracy Theory","Drama"
"Conspiracy Theory","Mystery"
"Conspiracy Theory","Thriller"
"Fury","War"
"Fury","Drama"
"Fury","Action"
"Six Days Seven Nights","Action"
"Six Days Seven Nights","Adventure"
"Six Days Seven Nights","Comedy"
"Six Days Seven Nights","Romance"
"Yogi Bear","Comedy"
"Yogi Bear","Family"
"Yogi Bear","Animation"
"Yogi Bear","Adventure"
"Zookeeper","Comedy"
"Zookeeper","Romance"
"Zookeeper","Family"
"Lost in Space","Adventure"
"Lost in Space","Family"
"Lost in Space","Science Fiction"
"The Manchurian Candidate","Drama"
"The Manchurian Candidate","Thriller"
"The Manchurian Candidate","Mystery"
"Hotel Transylvania 2","Animation"
"Hotel Transylvania 2","Comedy"
"Hotel Transylvania 2","Family"
"Fantasia 2000","Animation"
"Fantasia 2000","Family"
"Fantasia 2000","Music"
"The Time Machine","Science Fiction"
"The Time Machine","Adventure"
"The Time Machine","Action"
"Mighty Joe Young","Action"
"Mighty Joe Young","Adventure"
"Mighty Joe Young","Family"
"Mighty Joe Young","Fantasy"
"Swordfish","Action"
"Swordfish","Crime"
"Swordfish","Thriller"
"The Legend of Zorro","Action"
"The Legend of Zorro","Adventure"
"What Dreams May Come","Drama"
"What Dreams May Come","Fantasy"
"What Dreams May Come","Romance"
"Little Nicky","Comedy"
"Little Nicky","Fantasy"
"Little Nicky","Romance"
"The Brothers Grimm","Adventure"
"The Brothers Grimm","Fantasy"
"The Brothers Grimm","Action"
"The Brothers Grimm","Comedy"
"The Brothers Grimm","Thriller"
"Mars Attacks!","Comedy"
"Mars Attacks!","Fantasy"
"Mars Attacks!","Science Fiction"
"The Edge","Action"
"The Edge","Adventure"
"The Edge","Drama"
"Surrogates","Action"
"Surrogates","Science Fiction"
"Surrogates","Thriller"
"Thirteen Days","Drama"
"Thirteen Days","Thriller"
"Daylight","Action"
"Daylight","Adventure"
"Daylight","Thriller"
"Walking With Dinosaurs","Animation"
"Walking With Dinosaurs","Family"
"Walking With Dinosaurs","Adventure"
"Battlefield Earth","Action"
"Battlefield Earth","Science Fiction"
"Battlefield Earth","War"
"Nine","Drama"
"Nine","Music"
"Nine","Romance"
"Timeline","Action"
"Timeline","Adventure"
"Timeline","Science Fiction"
"The Postman","Drama"
"The Postman","Adventure"
"The Last Witch Hunter","Fantasy"
"The Last Witch Hunter","Action"
"The Last Witch Hunter","Adventure"
"Red Planet","Thriller"
"Red Planet","Action"
"Red Planet","Science Fiction"
"Arthur et les Minimoys","Adventure"
"Arthur et les Minimoys","Fantasy"
"Arthur et les Minimoys","Animation"
"Arthur et les Minimoys","Family"
"Oceans","Documentary"
"Oceans","Family"
"A Sound of Thunder","Thriller"
"A Sound of Thunder","Science Fiction"
"A Sound of Thunder","Adventure"
"A Sound of Thunder","Action"
"Pompeii","Action"
"Pompeii","Adventure"
"Pompeii","History"
"Pompeii","Romance"
"Pompeii","Drama"
"A Beautiful Mind","Drama"
"A Beautiful Mind","Romance"
"The Lion King","Family"
"The Lion King","Animation"
"The Lion King","Drama"
"Cloudy with a Chance of Meatballs 2","Animation"
"Cloudy with a Chance of Meatballs 2","Family"
"Cloudy with a Chance of Meatballs 2","Comedy"
"Red Dragon","Crime"
"Red Dragon","Thriller"
"Red Dragon","Horror"
"Hidalgo","Western"
"Hidalgo","Adventure"
"Jack and Jill","Comedy"
"2 Fast 2 Furious","Action"
"2 Fast 2 Furious","Crime"
"2 Fast 2 Furious","Thriller"
"The Little Prince","Adventure"
"The Little Prince","Animation"
"The Little Prince","Fantasy"
"The Invasion","Science Fiction"
"The Invasion","Thriller"
"The Adventures of Rocky & Bullwinkle","Action"
"The Adventures of Rocky & Bullwinkle","Adventure"
"The Adventures of Rocky & Bullwinkle","Animation"
"The Adventures of Rocky & Bullwinkle","Comedy"
"The Adventures of Rocky & Bullwinkle","Family"
"The Secret Life of Pets","Animation"
"The Secret Life of Pets","Family"
"The League of Extraordinary Gentlemen","Fantasy"
"The League of Extraordinary Gentlemen","Action"
"The League of Extraordinary Gentlemen","Thriller"
"The League of Extraordinary Gentlemen","Science Fiction"
"Despicable Me 2","Animation"
"Despicable Me 2","Comedy"
"Despicable Me 2","Family"
"Independence Day","Action"
"Independence Day","Adventure"
"Independence Day","Science Fiction"
"Madagascar","Family"
"Madagascar","Animation"
"Children of Men","Drama"
"Children of Men","Action"
"Children of Men","Thriller"
"Children of Men","Science Fiction"
"X-Men","Adventure"
"X-Men","Action"
"X-Men","Science Fiction"
"Wanted","Action"
"Wanted","Thriller"
"Wanted","Crime"
"The Rock","Action"
"The Rock","Adventure"
"The Rock","Thriller"
"50 First Dates","Comedy"
"50 First Dates","Romance"
"Hairspray","Family"
"Hairspray","Comedy"
"Hairspray","Music"
"Hairspray","Romance"
"Inspector Gadget","Action"
"Inspector Gadget","Adventure"
"Inspector Gadget","Comedy"
"Inspector Gadget","Family"
"Now You See Me","Thriller"
"Now You See Me","Crime"
"Grown Ups","Comedy"
"The Terminal","Comedy"
"The Terminal","Drama"
"Hotel for Dogs","Comedy"
"Hotel for Dogs","Family"
"Vertical Limit","Action"
"Vertical Limit","Adventure"
"Vertical Limit","Thriller"
"Charlie Wilson's War","Comedy"
"Charlie Wilson's War","Drama"
"Charlie Wilson's War","History"
"Shark Tale","Animation"
"Shark Tale","Action"
"Shark Tale","Comedy"
"Shark Tale","Family"
"Dreamgirls","Drama"
"Be Cool","Comedy"
"Be Cool","Crime"
"Munich","Drama"
"Munich","Action"
"Munich","History"
"Munich","Thriller"
"Tears of the Sun","Action"
"Tears of the Sun","Drama"
"Tears of the Sun","War"
"Killers","Action"
"Killers","Comedy"
"Killers","Thriller"
"Killers","Romance"
"The Man from U.N.C.L.E.","Comedy"
"The Man from U.N.C.L.E.","Action"
"The Man from U.N.C.L.E.","Adventure"
"Spanglish","Comedy"
"Monster House","Animation"
"Monster House","Comedy"
"Monster House","Family"
"Monster House","Fantasy"
"Bandits","Action"
"Bandits","Comedy"
"Bandits","Crime"
"Bandits","Romance"
"First Knight","Action"
"First Knight","Adventure"
"First Knight","Drama"
"First Knight","Romance"
"Anna and the King","Drama"
"Anna and the King","History"
"Anna and the King","Romance"
"Immortals","Fantasy"
"Immortals","Action"
"Immortals","Drama"
"Hostage","Mystery"
"Hostage","Drama"
"Hostage","Thriller"
"Hostage","Crime"
"Titan A.E.","Animation"
"Titan A.E.","Action"
"Titan A.E.","Science Fiction"
"Titan A.E.","Family"
"Titan A.E.","Adventure"
"Hollywood Homicide","Action"
"Hollywood Homicide","Adventure"
"Hollywood Homicide","Comedy"
"Hollywood Homicide","Thriller"
"Soldier","Action"
"Soldier","War"
"Soldier","Science Fiction"
"Carriers","Action"
"Carriers","Drama"
"Carriers","Horror"
"Carriers","Science Fiction"
"Carriers","Thriller"
"Monkeybone","Adventure"
"Monkeybone","Fantasy"
"Monkeybone","Animation"
"Monkeybone","Action"
"Monkeybone","Comedy"
"Flight of the Phoenix","Action"
"Flight of the Phoenix","Adventure"
"Flight of the Phoenix","Drama"
"Flight of the Phoenix","Thriller"
"Unbreakable","Science Fiction"
"Unbreakable","Thriller"
"Unbreakable","Drama"
"Minions","Family"
"Minions","Animation"
"Minions","Adventure"
"Minions","Comedy"
"Sucker Punch","Action"
"Sucker Punch","Fantasy"
"Sucker Punch","Thriller"
"Snake Eyes","Crime"
"Snake Eyes","Mystery"
"Sphere","Science Fiction"
"The Angry Birds Movie","Family"
"The Angry Birds Movie","Animation"
"Fool's Gold","Romance"
"Fool's Gold","Comedy"
"Fool's Gold","Adventure"
"Funny People","Comedy"
"Funny People","Drama"
"The Kingdom","Thriller"
"The Kingdom","Action"
"The Kingdom","Drama"
"Dr. Dolittle 2","Comedy"
"Dr. Dolittle 2","Family"
"Dr. Dolittle 2","Romance"
"Dr. Dolittle 2","Fantasy"
"Braveheart","Action"
"Braveheart","Drama"
"Braveheart","History"
"Braveheart","War"
"Jarhead","Drama"
"Jarhead","War"
"The Simpsons Movie","Animation"
"The Simpsons Movie","Comedy"
"The Simpsons Movie","Family"
"The Majestic","Drama"
"The Majestic","Romance"
"Driven","Action"
"The Village","Drama"
"The Village","Mystery"
"The Village","Thriller"
"Doctor Dolittle","Comedy"
"Doctor Dolittle","Family"
"Doctor Dolittle","Fantasy"
"Signs","Drama"
"Signs","Thriller"
"Signs","Science Fiction"
"Signs","Mystery"
"Shrek 2","Adventure"
"Shrek 2","Animation"
"Shrek 2","Comedy"
"Shrek 2","Family"
"Shrek 2","Fantasy"
"Cars","Animation"
"Cars","Adventure"
"Cars","Comedy"
"Cars","Family"
"Runaway Bride","Comedy"
"Runaway Bride","Romance"
"xXx","Action"
"xXx","Adventure"
"xXx","Thriller"
"Ransom","Action"
"Ransom","Thriller"
"Inglourious Basterds","Drama"
"Inglourious Basterds","Action"
"Inglourious Basterds","Thriller"
"Inglourious Basterds","War"
"Hook","Adventure"
"Hook","Fantasy"
"Hook","Comedy"
"Hook","Family"
"Die Hard 2","Action"
"Die Hard 2","Thriller"
"S.W.A.T.","Action"
"S.W.A.T.","Thriller"
"S.W.A.T.","Crime"
"Vanilla Sky","Drama"
"Vanilla Sky","Mystery"
"Vanilla Sky","Romance"
"Vanilla Sky","Science Fiction"
"Vanilla Sky","Thriller"
"Lady in the Water","Drama"
"Lady in the Water","Thriller"
"Lady in the Water","Fantasy"
"Lady in the Water","Mystery"
"We Were Soldiers","Action"
"We Were Soldiers","History"
"We Were Soldiers","War"
"Olympus Has Fallen","Action"
"Olympus Has Fallen","Thriller"
"Big Fish","Adventure"
"Big Fish","Fantasy"
"Big Fish","Drama"
"Wolf","Fantasy"
"War Horse","Drama"
"War Horse","War"
"The Monuments Men","War"
"The Monuments Men","Drama"
"The Monuments Men","History"
"The Monuments Men","Action"
"The Abyss","Adventure"
"The Abyss","Action"
"The Abyss","Thriller"
"The Abyss","Science Fiction"
"Dracula Untold","Horror"
"Dracula Untold","Action"
"Dracula Untold","Drama"
"Dracula Untold","Fantasy"
"Dracula Untold","War"
"The Siege","Drama"
"The Siege","Action"
"The Siege","Thriller"
"The Siege","Crime"
"Stardust","Adventure"
"Stardust","Fantasy"
"Stardust","Romance"
"Stardust","Family"
"Seven Years in Tibet","Adventure"
"Seven Years in Tibet","Drama"
"Seven Years in Tibet","History"
"The Dilemma","Comedy"
"The Dilemma","Drama"
"Bad Company","Action"
"Bad Company","Adventure"
"Bad Company","Comedy"
"Bad Company","Thriller"
"Doom","Adventure"
"Doom","Action"
"Doom","Horror"
"I Spy","Action"
"I Spy","Adventure"
"I Spy","Comedy"
"I Spy","Thriller"
"Rock of Ages","Comedy"
"Rock of Ages","Drama"
"Rock of Ages","Music"
"Rock of Ages","Romance"
"Hart's War","Drama"
"Hart's War","War"
"Killer Elite","Action"
"Killer Elite","Adventure"
"Killer Elite","Thriller"
"Rollerball","Action"
"Rollerball","Science Fiction"
"Rollerball","Thriller"
"Hard Rain","Thriller"
"Osmosis Jones","Adventure"
"Osmosis Jones","Animation"
"Osmosis Jones","Action"
"Osmosis Jones","Comedy"
"Osmosis Jones","Family"
"Blackhat","Crime"
"Blackhat","Drama"
"Blackhat","Mystery"
"Sky Captain and the World of Tomorrow","Mystery"
"Sky Captain and the World of Tomorrow","Action"
"Sky Captain and the World of Tomorrow","Thriller"
"Sky Captain and the World of Tomorrow","Science Fiction"
"Sky Captain and the World of Tomorrow","Adventure"
"Basic Instinct 2","Crime"
"Basic Instinct 2","Mystery"
"Basic Instinct 2","Thriller"
"Escape Plan","Action"
"Escape Plan","Thriller"
"The Legend of Hercules","Action"
"The Legend of Hercules","Adventure"
"The Sum of All Fears","Thriller"
"The Sum of All Fears","Action"
"The Sum of All Fears","Drama"
"The Score","Action"
"The Score","Crime"
"The Score","Thriller"
"Despicable Me","Animation"
"Despicable Me","Family"
"Money Train","Action"
"Money Train","Comedy"
"Money Train","Crime"
"Ted 2","Comedy"
"Agora","Adventure"
"Agora","Drama"
"Agora","History"
"Mystery Men","Adventure"
"Mystery Men","Fantasy"
"Mystery Men","Action"
"Mystery Men","Comedy"
"Mystery Men","Science Fiction"
"Hall Pass","Comedy"
"The Insider","Drama"
"The Insider","Thriller"
"The Finest Hours","Action"
"The Finest Hours","Drama"
"The Finest Hours","History"
"The Finest Hours","Thriller"
"Body of Lies","Action"
"Body of Lies","Drama"
"Body of Lies","Thriller"
"Dinner for Schmucks","Comedy"
"Entrapment","Romance"
"Entrapment","Drama"
"Entrapment","Mystery"
"The X Files","Mystery"
"The X Files","Science Fiction"
"The X Files","Thriller"
"The Last Legion","Action"
"The Last Legion","Adventure"
"The Last Legion","Fantasy"
"The Last Legion","War"
